"ID","Symbol","MeanExpression","Metagene","Module","Chromosome","Description"
"Vitvi08g02313","Vitvi08g02313",3.18348400292944,"30 x 18","","8 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi18g00296","Vitvi18g00296",3.48671720811737,"30 x 18","","18 ","The hydrolysis of an incorrectly aminoacylated tRNA."
"Vitvi19g01773","Vitvi19g01773",4.04321726588618,"30 x 18","","19 ","Binding to a metal ion."
"Vitvi01g01620","Vitvi01g01620",3.00733230805747,"31 x 18","","1 ","A protein complex providing a discrete opening in the nuclear envelope of a eukaryotic cell, where the inner and outer nuclear membranes are joined."
"Vitvi04g00039","Vitvi04g00039",2.89499227809472,"31 x 18","","4 ","The component of the endoplasmic reticulum membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi14g01358","Vitvi14g01358",4.29854709701312,"31 x 18","","14 ","A process that is carried out at the cellular level which results in the assembly, arrangement of constituent parts, or disassembly of a cellulose microfibril, any of the cellulose structures laid down in orthogonal layers in a plant cell wall."
"Vitvi15g01507","",4.47274847491391,"31 x 18",""," ",""
"Vitvi17g01512","Vitvi17g01512",4.76939209004737,"31 x 18","","17 ","Binding to a nucleic acid."
"Vitvi02g00842","Vitvi02g00842",4.22415119963871,"32 x 18","","2 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi02g00214","Vitvi02g00214",3.5682624293008,"32 x 18","","2 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi05g01599","Vitvi05g01599",3.93045478053055,"32 x 18","","5 ","Catalysis of an oxidation-reduction (redox) reaction, a reversible chemical reaction in which the oxidation state of an atom or atoms within a molecule is altered. One substrate acts as a hydrogen or electron donor and becomes oxidized, while the other acts as hydrogen or electron acceptor and becomes reduced."
"Vitvi06g00840","Vitvi06g00840",3.92287696561756,"32 x 18","","6 ","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic."
"Vitvi09g01158","Vitvi09g01158",2.18774961060942,"32 x 18","","9 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi11g00921","Vitvi11g00921",4.66293241140351,"32 x 18","","11 ","A multisubunit barrel shaped endoprotease complex, which is the core of the proteasome complex."
"Vitvi14g01031","Vitvi14g01031",4.80241952808573,"32 x 18","","14 ","Any process that stops or reduces the activity of an enzyme."
"Vitvi14g02954","Vitvi14g02954",3.31558725032797,"32 x 18","","14 ",""
"Vitvi14g03093","Vitvi14g03093",4.27343405460251,"32 x 18","","14 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi17g00099","Vitvi17g00099",4.06373498186044,"32 x 18","","17 ",""
"Vitvi04g00451","Vitvi04g00451",1.76414766351991,"33 x 18","","4 ","The transfer of electrons from cytochrome c to oxygen that occurs during oxidative phosphorylation, mediated by the multisubunit enzyme known as complex IV."
"Vitvi05g00213","Vitvi05g00213",2.38820087299059,"33 x 18","","5 ",""
"Vitvi05g00818","Vitvi05g00818",4.06226568445849,"33 x 18","","5 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi06g01491","Vitvi06g01491",3.11645362737334,"33 x 18","","6 ","The action of a molecule that contributes to the structural integrity of the ribosome."
"Vitvi11g00450","Vitvi11g00450",3.950483569312,"33 x 18","","11 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi18g00113","Vitvi18g00113",4.67579319765591,"33 x 18","","18 ",""
"Vitvi18g00981","Vitvi18g00981",5.08165728755329,"33 x 18","","18 ",""
"Vitvi18g01163","Vitvi18g01163",3.24805963737335,"33 x 18","","18 ",""
"Vitvi18g02975","Vitvi18g02975",3.24709153870603,"33 x 18","","18 ","A fine cytoplasmic channel, found in all higher plants, that connects the cytoplasm of one cell to that of an adjacent cell."
"Vitvi18g01874","Vitvi18g01874",4.21385809606656,"33 x 18","","18 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi19g00734","Vitvi19g00734",2.91909141397935,"33 x 18","","19 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi07g01079","",4.68319684799679,"34 x 18",""," ",""
"Vitvi05g01693","Vitvi05g01693",3.50473478037419,"34 x 18","","5 ","The chemical reactions and pathways resulting in the formation of riboflavin (vitamin B2), the precursor for the coenzymes flavin mononucleotide (FMN) and flavin adenine dinucleotide (FAD)."
"Vitvi05g01547","Vitvi05g01547",3.99526484252238,"34 x 18","","5 ","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it."
"Vitvi08g01640","Vitvi08g01640",1.04464043903835,"34 x 18","","8 ","Catalysis of the hydrolysis of various bonds, e.g. C-O, C-N, C-C, phosphoric anhydride bonds, etc."
"Vitvi10g00563","Vitvi10g00563",3.57464753912697,"34 x 18","","10 ","Binding to GTP, guanosine triphosphate."
"Vitvi12g00283","Vitvi12g00283",3.80105076113202,"34 x 18","","12 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi16g01134","Vitvi16g01134",4.08701460833766,"34 x 18","","16 ","Catalysis of the reaction: NADH + ubiquinone + 5 H(+)(in) <=> NAD(+) + ubiquinol + 4 H(+)(out)."
"Vitvi01g01530","Vitvi01g01530",4.16064832028775,"35 x 18","","1 ","An RNA polymerase complex containing polypeptides encoded by the plastid genome. Plastid-encoded DNA-directed RNA polymerases resemble eubacterial multisubunit RNA polymerases, with a core composed of alpha, beta, and beta-prime subunits. Some forms contain multiple additional subunits. An additional sigma factor subunit is required for promoter recognition."
"Vitvi01g00139","Vitvi01g00139",3.64922159239508,"35 x 18","","1 ","A process of secretion by a cell that results in the release of intracellular molecules (e.g. hormones, matrix proteins) contained within a membrane-bounded vesicle. Exocytosis can occur either by full fusion, when the vesicle collapses into the plasma membrane, or by a kiss-and-run mechanism that involves the formation of a transient contact, a pore, between a granule (for exemple of chromaffin cells) and the plasma membrane. The latter process most of the time leads to only partial secretion of the granule content. Exocytosis begins with steps that prepare vesicles for fusion with the membrane (tethering and docking) and ends when molecules are secreted from the cell."
"Vitvi02g00213","Vitvi02g00213",3.82429808928169,"35 x 18","","2 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi05g00374","Vitvi05g00374",3.66528003173415,"35 x 18","","5 ","The transfer of electrons from NADH to ubiquinone that occurs during oxidative phosphorylation."
"Vitvi10g01338","Vitvi10g01338",4.20183210668066,"35 x 18","","10 ","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"Vitvi12g00109","Vitvi12g00109",3.83443159069826,"35 x 18","","12 ","Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a catalytic mechanism that involves a catalytic triad consisting of a serine nucleophile that is activated by a proton relay involving an acidic residue (e.g. aspartate or glutamate) and a basic residue (usually histidine)."
"Vitvi14g01598","Vitvi14g01598",3.28647032364318,"35 x 18","","14 ","An intracellular organelle, about 200 A in diameter, consisting of RNA and protein. It is the site of protein biosynthesis resulting from translation of messenger RNA (mRNA). It consists of two subunits, one large and one small, each containing only protein and RNA. Both the ribosome and its subunits are characterized by their sedimentation coefficients, expressed in Svedberg units (symbol: S). Hence, the prokaryotic ribosome (70S) comprises a large (50S) subunit and a small (30S) subunit, while the eukaryotic ribosome (80S) comprises a large (60S) subunit and a small (40S) subunit. Two sites on the ribosomal large subunit are involved in translation, namely the aminoacyl site (A site) and peptidyl site (P site). Ribosomes from prokaryotes, eukaryotes, mitochondria, and chloroplasts have characteristically distinct ribosomal proteins."
"Vitvi15g00541","Vitvi15g00541",5.48807759748782,"35 x 18","","15 ","Binding to ATP, adenosine 5'-triphosphate, a universally important coenzyme and enzyme regulator."
"Vitvi17g00483","Vitvi17g00483",3.3242115396072,"35 x 18","","17 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi03g00056","Vitvi03g00056",4.11461142040988,"36 x 18","","3 ","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes."
"Vitvi06g00075","Vitvi06g00075",2.15160543668454,"36 x 18","","6 ","A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cell's chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent."
"Vitvi06g00823","Vitvi06g00823",4.63204873657178,"36 x 18","","6 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi08g02187","",3.28081457467523,"36 x 18",""," ",""
"Vitvi11g00939","Vitvi11g00939",3.90814793392387,"36 x 18","","11 ","The process of assisting in the covalent and noncovalent assembly of single chain polypeptides or multisubunit complexes into the correct tertiary structure."
"Vitvi15g00244","Vitvi15g00244",2.15436884324617,"36 x 18","","15 ","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane."
"Vitvi16g01182","Vitvi16g01182",4.59936329481487,"36 x 18","","16 ","The contents of a cell excluding the plasma membrane and nucleus, but including other subcellular structures."
"Vitvi18g00338","Vitvi18g00338",2.45812366705279,"36 x 18","","18 ","The gel-like material, with considerable fine structure, that lies in the matrix space, or lumen, of a mitochondrion. It contains the enzymes of the tricarboxylic acid cycle and, in some organisms, the enzymes concerned with fatty acid oxidation."
"Vitvi10g00477","",4.53305116255548,"37 x 18",""," ",""
"Vitvi01g00576","",3.92409954867479,"37 x 18",""," ",""
